sample_name	filename	ATTRIBUTE_lcms_sampletype	lcms_batch	lcms_samplingmethod	lcms_sampletype	lcms_extractionmethod	emp500_study_id	emp500_title	emp500_principal_investigator	tier	barcode_prefix	study_sample_number	sample_name_plus_plate	metab_id_2017	sampling_materials	sampling_method	environmental_package	physical_specimen_institution	env_biome	env_feature	env_material	empo_1	empo_2	empo_3	sample_type	taxon_id	scientific_name	host_taxid	host_common_name	host_scientific_name	geo_loc_name	latitude	longitude	elevation	aliquots_remaining	pnnl_gcms_raw_dataset_name	metabo_v2_filename_2019	metabo_v2_batch	metabo_v2_position	metabo_v2_extraction_protocol	metabo_v2_sampletype	metabo_v2_sampletype_sub
4A11_2_48_pinto-63-s027-a03.mzML	4A11_2_48_pinto-63-s027-a03.mzML	Sample	4	Bulk_201901_UCSD	Sample	SPE	63	Costa Rican leaf-cutter ant and bee material	Pinto	2	pinto.63.s027	27	6.Pinto63.broodcombs.13	Not applicable	Ziploc bags for nest material collection, then transferred to 2-mL Greiner Bio-One Cryo.s vials 12.5 x 48 mm, sterile, Cat. no. 122263	bulk	host-associated	UCSD	tropical broadleaf forest biome	insect-associated habitat	organic material	Host-associated	Plant	Plant corpus	brood combs	408169.0	unspecified metagenome 	166442	Mariaseca	Not applicable	Costa Rica:Puerto Viejo:La Selva Biological Station	10.43162	-84.00306	51	8	Not applicable	4A11_2_48_pinto-63-s027-a03.mzML	4.0	4A11	Bulk_201901_UCSD	Sample	Bulk
4A8_2_41_pinto-63-s028-a03.mzML	4A8_2_41_pinto-63-s028-a03.mzML	Sample	4	Bulk_201901_UCSD	Sample	SPE	63	Costa Rican leaf-cutter ant and bee material	Pinto	2	pinto.63.s028	28	6.Pinto63.cerumen.13	Not applicable	Ziploc bags for nest material collection, then transferred to 2-mL Greiner Bio-One Cryo.s vials 12.5 x 48 mm, sterile, Cat. no. 122263	bulk	host-associated	UCSD	tropical broadleaf forest biome	insect-associated habitat	organic material	Host-associated	Plant	Plant corpus	cerumen	408169.0	unspecified metagenome 	166442	Mariaseca	Not applicable	Costa Rica:Puerto Viejo:La Selva Biological Station	10.43162	-84.00306	51	8	Not applicable	4A8_2_41_pinto-63-s028-a03.mzML	4.0	4A8	Bulk_201901_UCSD	Sample	Bulk
P4_6mix_begin.mzML	P4_6mix_begin.mzML	QC6mix	4	Not applicable	QC6mix	QC	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P4_6mix_end.mzML	P4_6mix_end.mzML	QC6mix	4	Not applicable	QC6mix	QC	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P4_Qcmix_begin.mzML	P4_Qcmix_begin.mzML	Qcmix	4	Not applicable	Qcmix	QC	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P4_Qcmix_end.mzML	P4_Qcmix_end.mzML	Qcmix	4	Not applicable	Qcmix	QC	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5A12_SPE_Blank.mzML	5A12_SPE_Blank.mzML	Blank	5	Not applicable	Blank	SPE	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5A5_Blank.mzML	5A5_Blank.mzML	Blank	5	Not applicable	Blank	Solvent	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5B10_Blank.mzML	5B10_Blank.mzML	Blank	5	Not applicable	Blank	Solvent	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5D5_Blank.mzML	5D5_Blank.mzML	Blank	5	Not applicable	Blank	Solvent	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5E10_SPE_Blank_replicate.mzML	5E10_SPE_Blank_replicate.mzML	Blank	5	Not applicable	Blank	SPE	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5E10_SPE_Blank.mzML	5E10_SPE_Blank.mzML	Blank	5	Not applicable	Blank	SPE	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5H5_Blank.mzML	5H5_Blank.mzML	Blank	5	Not applicable	Blank	Solvent	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5H5_Resusp_solvent.mzML	5H5_Resusp_solvent.mzML	Blank	5	Bulk_201901_UCSD	Blank	Solvent	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5C5_3_25_girguis-50-s001-a04.mzML	5C5_3_25_girguis-50-s001-a04.mzML	Sample	5	Bulk_201901_UCSD	Sample	SPE	50	Whale feces	Girguis	Not applicable	girguis.50.s001	1	1.Girguis50.FinBP1	Not applicable	NaN	bulk	host-associated	UCSD	marine biome	animal-associated habitat	feces	Host-associated	Animal	Animal distal gut	stool	749906.0	gut metagenome	9770	Fin Whale	Balaenoptera physalus	United States of America:Commonwealth of Massachusetts	41.68	-70.2	0	3	Not applicable	5C5_3_25_girguis-50-s001-a04.mzML	5.0	5C5	Bulk_201901_UCSD	Sample	Bulk
5C3_3_23_girguis-50-s002-a04.mzML	5C3_3_23_girguis-50-s002-a04.mzML	Sample	5	Bulk_201901_UCSD	Sample	SPE	50	Whale feces	Girguis	Not applicable	girguis.50.s002	2	4.Girguis50.FinBP2	P4_EMP_14	NaN	bulk	host-associated	UCSD	marine biome	animal-associated habitat	feces	Host-associated	Animal	Animal distal gut	stool	749906.0	gut metagenome	9770	Fin Whale	Balaenoptera physalus	United States of America:Commonwealth of Massachusetts	41.68	-70.2	0	3	Not applicable	5C3_3_23_girguis-50-s002-a04.mzML	5.0	5C3	Bulk_201901_UCSD	Sample	Bulk
5D1_3_63_girguis-50-s003-a04.mzML	5D1_3_63_girguis-50-s003-a04.mzML	Sample	5	Bulk_201901_UCSD	Sample	SPE	50	Whale feces	Girguis	Not applicable	girguis.50.s003	3	3.Girguis50.FinBP3	P3_EMP_39	NaN	bulk	host-associated	UCSD	marine biome	animal-associated habitat	feces	Host-associated	Animal	Animal distal gut	stool	749906.0	gut metagenome	9770	Fin Whale	Balaenoptera physalus	United States of America:Commonwealth of Massachusetts	41.68	-70.2	0	3	Not applicable	5D1_3_63_girguis-50-s003-a04.mzML	5.0	5D1	Bulk_201901_UCSD	Sample	Bulk
5C9_3_54_girguis-50-s004-a04.mzML	5C9_3_54_girguis-50-s004-a04.mzML	Sample	5	Bulk_201901_UCSD	Sample	SPE	50	Whale feces	Girguis	Not applicable	girguis.50.s004	4	5.Girguis50.FinBP4	P5_EMP_88	NaN	bulk	host-associated	UCSD	marine biome	animal-associated habitat	feces	Host-associated	Animal	Animal distal gut	stool	749906.0	gut metagenome	9770	Fin Whale	Balaenoptera physalus	United States of America:Commonwealth of Massachusetts	41.68	-70.2	0	3	Not applicable	5C9_3_54_girguis-50-s004-a04.mzML	5.0	5C9	Bulk_201901_UCSD	Sample	Bulk
5D6_3_74_girguis-50-s005-a04.mzML	5D6_3_74_girguis-50-s005-a04.mzML	Sample	5	Bulk_201901_UCSD	Sample	SPE	50	Whale feces	Girguis	Not applicable	girguis.50.s005	5	5.Girguis50.HumpbackAK1	P5_EMP_18	NaN	bulk	host-associated	UCSD	marine biome	animal-associated habitat	feces	Host-associated	Animal	Animal distal gut	stool	749906.0	gut metagenome	9773	Humpback Whale	Megaptera novaeangliae	United States of America:State of Alaska:Sitka Sound	56.9	-135.6	0	3	Not applicable	5D6_3_74_girguis-50-s005-a04.mzML	5.0	5D6	Bulk_201901_UCSD	Sample	Bulk
5D9_3_78_girguis-50-s006-a04.mzML	5D9_3_78_girguis-50-s006-a04.mzML	Sample	5	Bulk_201901_UCSD	Sample	SPE	50	Whale feces	Girguis	Not applicable	girguis.50.s006	6	3.Girguis50.HumpbackAK2	P3_EMP_69	NaN	bulk	host-associated	UCSD	marine biome	animal-associated habitat	feces	Host-associated	Animal	Animal distal gut	stool	749906.0	gut metagenome	9773	Humpback Whale	Megaptera novaeangliae	United States of America:State of Alaska:Seymour Canal	57.6	-133.9	0	3	Not applicable	5D9_3_78_girguis-50-s006-a04.mzML	5.0	5D9	Bulk_201901_UCSD	Sample	Bulk
5C2_3_19_girguis-50-s007-a04.mzML	5C2_3_19_girguis-50-s007-a04.mzML	Sample	5	Bulk_201901_UCSD	Sample	SPE	50	Whale feces	Girguis	Not applicable	girguis.50.s007	7	1.Girguis50.HumpbackAK3	Not applicable	NaN	bulk	host-associated	UCSD	marine biome	animal-associated habitat	feces	Host-associated	Animal	Animal distal gut	stool	749906.0	gut metagenome	9773	Humpback Whale	Megaptera novaeangliae	United States of America:State of Alaska:Seymour Canal	57.6	-133.9	0	2	Not applicable	5C2_3_19_girguis-50-s007-a04.mzML	5.0	5C2	Bulk_201901_UCSD	Sample	Bulk
5C6_3_26_girguis-50-s008-a04.mzML	5C6_3_26_girguis-50-s008-a04.mzML	Sample	5	Bulk_201901_UCSD	Sample	SPE	50	Whale feces	Girguis	Not applicable	girguis.50.s008	8	2.Girguis50.HumpbackAK4	P2_EMP_19	NaN	bulk	host-associated	UCSD	marine biome	animal-associated habitat	feces	Host-associated	Animal	Animal distal gut	stool	749906.0	gut metagenome	9773	Humpback Whale	Megaptera novaeangliae	United States of America:State of Alaska:Seymour Canal	57.6	-133.9	0	3	Not applicable	5C6_3_26_girguis-50-s008-a04.mzML	5.0	5C6	Bulk_201901_UCSD	Sample	Bulk
5D4_3_69_girguis-50-s009-a04.mzML	5D4_3_69_girguis-50-s009-a04.mzML	Sample	5	Bulk_201901_UCSD	Sample	SPE	50	Whale feces	Girguis	Not applicable	girguis.50.s009	9	3.Girguis50.RightEG3	P3_EMP_8	NaN	bulk	host-associated	UCSD	marine biome	animal-associated habitat	feces	Host-associated	Animal	Animal distal gut	stool	749906.0	gut metagenome	27606	North Atlantic Right Whale	Eubalaena glacialis	Canada:Nova Scotia:Bay of Fundy	44.667	-66.193	0	3	Not applicable	5D4_3_69_girguis-50-s009-a04.mzML	5.0	5D4	Bulk_201901_UCSD	Sample	Bulk
5C11_3_58_girguis-50-s010-a04.mzML	5C11_3_58_girguis-50-s010-a04.mzML	Sample	5	Bulk_201901_UCSD	Sample	SPE	50	Whale feces	Girguis	Not applicable	girguis.50.s010	10	4.Girguis50.RightEG4	P4_EMP_39	NaN	bulk	host-associated	UCSD	marine biome	animal-associated habitat	feces	Host-associated	Animal	Animal distal gut	stool	749906.0	gut metagenome	27606	North Atlantic Right Whale	Eubalaena glacialis	Canada:Nova Scotia:Bay of Fundy	44.652	-66.24	0	3	Not applicable	5C11_3_58_girguis-50-s010-a04.mzML	5.0	5C11	Bulk_201901_UCSD	Sample	Bulk
5C4_3_24_girguis-50-s011-a04.mzML	5C4_3_24_girguis-50-s011-a04.mzML	Sample	5	Bulk_201901_UCSD	Sample	SPE	50	Whale feces	Girguis	Not applicable	girguis.50.s011	11	1.Girguis50.RightEG5	Not applicable	NaN	bulk	host-associated	UCSD	marine biome	animal-associated habitat	feces	Host-associated	Animal	Animal distal gut	stool	749906.0	gut metagenome	27606	North Atlantic Right Whale	Eubalaena glacialis	Canada:Nova Scotia:Bay of Fundy	44.652	-66.24	0	2	Not applicable	5C4_3_24_girguis-50-s011-a04.mzML	5.0	5C4	Bulk_201901_UCSD	Sample	Bulk
5B8_3_7_girguis-50-s012-a04.mzML	5B8_3_7_girguis-50-s012-a04.mzML	Sample	5	Bulk_201901_UCSD	Sample	SPE	50	Whale feces	Girguis	Not applicable	girguis.50.s012	12	2.Girguis50.SeiF18	P2_EMP_27	NaN	bulk	host-associated	UCSD	marine biome	animal-associated habitat	feces	Host-associated	Animal	Animal distal gut	stool	749906.0	gut metagenome	9768	Sei Whale	Balaenoptera borealis	Canada:Nova Scotia:Bay of Fundy	44.667	-66.193	0	3	Not applicable	5B8_3_7_girguis-50-s012-a04.mzML	5.0	5B8	Bulk_201901_UCSD	Sample	Bulk
5D2_3_64_sandin-54-s001-a04.mzML	5D2_3_64_sandin-54-s001-a04.mzML	Sample	5	Bulk_201901_UCSD	Sample	SPE	54	Fish gut contents	Sandin	Not applicable	sandin.54.s001	1	1.Sandin54.Blanton.host.associated.1	Not applicable	NaN	bulk	host-associated	UCSD	marine biome	animal-associated habitat	intestine environment	Host-associated	Animal	Animal proximal gut	fish gut contents	749906.0	gut metagenome	214657	opaleye	Not applicable	United States of America:State of California:Santa Catalina Island	33.44520833	-118.4855722	0	7	Not applicable	5D2_3_64_sandin-54-s001-a04.mzML	5.0	5D2	Bulk_201901_UCSD	Sample	Bulk
5C10_3_57_sandin-54-s002-a04.mzML	5C10_3_57_sandin-54-s002-a04.mzML	Sample	5	Bulk_201901_UCSD	Sample	SPE	54	Fish gut contents	Sandin	Not applicable	sandin.54.s002	2	2.Sandin54.Blanton.host.associated.2	P2_EMP_53	NaN	bulk	host-associated	UCSD	marine biome	animal-associated habitat	intestine environment	Host-associated	Animal	Animal proximal gut	fish gut contents	749906.0	gut metagenome	214657	opaleye	Not applicable	United States of America:State of California:Santa Catalina Island	33.44520833	-118.4855722	0	7	Not applicable	5C10_3_57_sandin-54-s002-a04.mzML	5.0	5C10	Bulk_201901_UCSD	Sample	Bulk
5D7_3_76_sandin-54-s003-a04.mzML	5D7_3_76_sandin-54-s003-a04.mzML	Sample	5	Bulk_201901_UCSD	Sample	SPE	54	Fish gut contents	Sandin	Not applicable	sandin.54.s003	3	3.Sandin54.Blanton.host.associated.3	P3_EMP_12	NaN	bulk	host-associated	UCSD	marine biome	animal-associated habitat	intestine environment	Host-associated	Animal	Animal proximal gut	fish gut contents	749906.0	gut metagenome	214657	opaleye	Not applicable	United States of America:State of California:Santa Catalina Island	33.44520833	-118.4855722	0	7	Not applicable	5D7_3_76_sandin-54-s003-a04.mzML	5.0	5D7	Bulk_201901_UCSD	Sample	Bulk
5B11_3_13_sandin-54-s004-a04.mzML	5B11_3_13_sandin-54-s004-a04.mzML	Sample	5	Bulk_201901_UCSD	Sample	SPE	54	Fish gut contents	Sandin	Not applicable	sandin.54.s004	4	4.Sandin54.Blanton.host.associated.4	P4_EMP_84	NaN	bulk	host-associated	UCSD	marine biome	animal-associated habitat	intestine environment	Host-associated	Animal	Animal proximal gut	fish gut contents	749906.0	gut metagenome	1311532	jacksmelt	Not applicable	United States of America:State of California:Scripps Coastal Reserve	32.86715	-117.2573472	0	5	Not applicable	5B11_3_13_sandin-54-s004-a04.mzML	5.0	5B11	Bulk_201901_UCSD	Sample	Bulk
5C7_3_39_sandin-54-s005-a04.mzML	5C7_3_39_sandin-54-s005-a04.mzML	Sample	5	Bulk_201901_UCSD	Sample	SPE	54	Fish gut contents	Sandin	Not applicable	sandin.54.s005	5	5.Sandin54.Blanton.host.associated.5	P5_EMP_79	NaN	bulk	host-associated	UCSD	marine biome	animal-associated habitat	intestine environment	Host-associated	Animal	Animal proximal gut	fish gut contents	749906.0	gut metagenome	100190	black surfperch	Not applicable	United States of America:State of California:Kendall-Frost Mission Bay Marsh Reserve	32.77924444	-117.2280806	0	7	Not applicable	5C7_3_39_sandin-54-s005-a04.mzML	5.0	5C7	Bulk_201901_UCSD	Sample	Bulk
5B7_3_5_sandin-54-s006-a04.mzML	5B7_3_5_sandin-54-s006-a04.mzML	Sample	5	Bulk_201901_UCSD	Sample	SPE	54	Fish gut contents	Sandin	Not applicable	sandin.54.s006	6	1.Sandin54.Blanton.host.associated.6	Not applicable	NaN	bulk	host-associated	UCSD	marine biome	animal-associated habitat	intestine environment	Host-associated	Animal	Animal proximal gut	fish gut contents	749906.0	gut metagenome	100190	black surfperch	Not applicable	United States of America:State of California:Kendall-Frost Mission Bay Marsh Reserve	32.77924444	-117.2280806	0	7	Not applicable	5B7_3_5_sandin-54-s006-a04.mzML	5.0	5B7	Bulk_201901_UCSD	Sample	Bulk
5B5_3_1_sandin-54-s007-a04.mzML	5B5_3_1_sandin-54-s007-a04.mzML	Sample	5	Bulk_201901_UCSD	Sample	SPE	54	Fish gut contents	Sandin	Not applicable	sandin.54.s007	7	2.Sandin54.Blanton.host.associated.7	P2_EMP_12	NaN	bulk	host-associated	UCSD	marine biome	animal-associated habitat	intestine environment	Host-associated	Animal	Animal proximal gut	fish gut contents	749906.0	gut metagenome	30493	leopard shark	Not applicable	United States of America:State of California:La Jolla Cove	32.85047778	-117.2705806	0	7	Not applicable	5B5_3_1_sandin-54-s007-a04.mzML	5.0	5B5	Bulk_201901_UCSD	Sample	Bulk
5B9_3_9_sandin-54-s008-a04.mzML	5B9_3_9_sandin-54-s008-a04.mzML	Sample	5	Bulk_201901_UCSD	Sample	SPE	54	Fish gut contents	Sandin	Not applicable	sandin.54.s008	8	3.Sandin54.Blanton.host.associated.8	P3_EMP_86	NaN	bulk	host-associated	UCSD	marine biome	animal-associated habitat	intestine environment	Host-associated	Animal	Animal proximal gut	fish gut contents	749906.0	gut metagenome	30493	leopard shark	Not applicable	United States of America:State of California:La Jolla Cove	32.85047778	-117.2705806	0	7	Not applicable	5B9_3_9_sandin-54-s008-a04.mzML	5.0	5B9	Bulk_201901_UCSD	Sample	Bulk
5C12_3_61_sandin-54-s009-a04.mzML	5C12_3_61_sandin-54-s009-a04.mzML	Sample	5	Bulk_201901_UCSD	Sample	SPE	54	Fish gut contents	Sandin	Not applicable	sandin.54.s009	9	4.Sandin54.Blanton.host.associated.9	P4_EMP_8	NaN	bulk	host-associated	UCSD	marine biome	animal-associated habitat	intestine environment	Host-associated	Animal	Animal proximal gut	fish gut contents	749906.0	gut metagenome	7765	Pacific hagfish	Not applicable	United States of America:State of California:Scripps Coastal Reserve	32.87051111	-117.2607611	0	7	Not applicable	5C12_3_61_sandin-54-s009-a04.mzML	5.0	5C12	Bulk_201901_UCSD	Sample	Bulk
5B6_3_4_sandin-54-s010-a04.mzML	5B6_3_4_sandin-54-s010-a04.mzML	Sample	5	Bulk_201901_UCSD	Sample	SPE	54	Fish gut contents	Sandin	Not applicable	sandin.54.s010	10	5.Sandin54.Blanton.host.associated.10	P5_EMP_86	NaN	bulk	host-associated	UCSD	marine biome	animal-associated habitat	intestine environment	Host-associated	Animal	Animal proximal gut	fish gut contents	749906.0	gut metagenome	7765	Pacific hagfish	Not applicable	United States of America:State of California:Scripps Coastal Reserve	32.87051111	-117.2607611	0	7	Not applicable	5B6_3_4_sandin-54-s010-a04.mzML	5.0	5B6	Bulk_201901_UCSD	Sample	Bulk
5D3_3_68_sandin-54-s011-a04.mzML	5D3_3_68_sandin-54-s011-a04.mzML	Sample	5	Bulk_201901_UCSD	Sample	SPE	54	Fish gut contents	Sandin	Not applicable	sandin.54.s011	11	2.Sandin54.Blanton.host.associated.11	P2_EMP_87	NaN	bulk	host-associated	UCSD	marine biome	animal-associated habitat	intestine environment	Host-associated	Animal	Animal proximal gut	fish gut contents	749906.0	gut metagenome	7765	Pacific hagfish	Not applicable	United States of America:State of California:Scripps Coastal Reserve	32.87051111	-117.2607611	0	7	Not applicable	5D3_3_68_sandin-54-s011-a04.mzML	5.0	5D3	Bulk_201901_UCSD	Sample	Bulk
5D8_3_77_sandin-54-s012-a04.mzML	5D8_3_77_sandin-54-s012-a04.mzML	Sample	5	Bulk_201901_UCSD	Sample	SPE	54	Fish gut contents	Sandin	Not applicable	sandin.54.s012	12	3.Sandin54.Ac.achi.1213.foregut	P3_EMP_65	NaN	bulk	host-associated	UCSD	marine biome	animal-associated habitat	intestine environment	Host-associated	Animal	Animal proximal gut	fish gut contents	749906.0	gut metagenome	Not applicable	Achilles tang	Not applicable	Oceania:Kiribati:Central Line Islands:Starbuck Island	-5.641667	-155.877778	0	7	Not applicable	5D8_3_77_sandin-54-s012-a04.mzML	5.0	5D8	Bulk_201901_UCSD	Sample	Bulk
5C1_3_18_sandin-54-s013-a04.mzML	5C1_3_18_sandin-54-s013-a04.mzML	Sample	5	Bulk_201901_UCSD	Sample	SPE	54	Fish gut contents	Sandin	Not applicable	sandin.54.s013	13	4.Sandin54.Ac.achi.1213.hindgut	P4_EMP_40	NaN	bulk	host-associated	UCSD	marine biome	animal-associated habitat	intestine environment	Host-associated	Animal	Animal proximal gut	fish gut contents	749906.0	gut metagenome	Not applicable	Achilles tang	Not applicable	Oceania:Kiribati:Central Line Islands:Starbuck Island	-5.641667	-155.877778	0	7	Not applicable	5C1_3_18_sandin-54-s013-a04.mzML	5.0	5C1	Bulk_201901_UCSD	Sample	Bulk
5C8_3_41_sandin-54-s014-a04.mzML	5C8_3_41_sandin-54-s014-a04.mzML	Sample	5	Bulk_201901_UCSD	Sample	SPE	54	Fish gut contents	Sandin	Not applicable	sandin.54.s014	14	1.Sandin54.Ac.achi.1214.foregut	Not applicable	NaN	bulk	host-associated	UCSD	marine biome	animal-associated habitat	intestine environment	Host-associated	Animal	Animal proximal gut	fish gut contents	749906.0	gut metagenome	Not applicable	Achilles tang	Not applicable	Oceania:Kiribati:Central Line Islands:Starbuck Island	-5.641667	-155.877778	0	7	Not applicable	5C8_3_41_sandin-54-s014-a04.mzML	5.0	5C8	Bulk_201901_UCSD	Sample	Bulk
5A1_2_2_angenent-65-s001-a04.mzML	5A1_2_2_angenent-65-s001-a04.mzML	Sample	5	Bulk_201901_UCSD	Sample	SPE	65	Rumen animals and bioreactor	Angenent	Not applicable	angenent.65.s001	1	1.Angenent65.misc.104	Not applicable	NaN	bulk	host-associated	UCSD	urban biome	anaerobic bioreactor	anaerobic sludge	Host-associated	Animal	Animal proximal gut	bioreactor sludge	1076179.0	bioreactor metagenome	Not applicable	Not applicable	Not applicable	United States of America:State of New York:City of Ithaca	42.44	-76.5	123	6	EMP_Feces_angenent_65_s001_a03_M_185	5A1_2_2_angenent-65-s001-a04.mzML	5.0	5A1	Bulk_201901_UCSD	Sample	Bulk
5A3_2_9_angenent-65-s002-a04.mzML	5A3_2_9_angenent-65-s002-a04.mzML	Sample	5	Bulk_201901_UCSD	Sample	SPE	65	Rumen animals and bioreactor	Angenent	Not applicable	angenent.65.s002	2	5.Angenent65.misc.519	P5_EMP_95	NaN	bulk	host-associated	UCSD	urban biome	anaerobic bioreactor	anaerobic sludge	Host-associated	Animal	Animal proximal gut	bioreactor sludge	1076179.0	bioreactor metagenome	Not applicable	Not applicable	Not applicable	United States of America:State of New York:City of Ithaca	42.44	-76.5	123	6	EMP_Feces_angenent_65_s002_a03_M_186	5A3_2_9_angenent-65-s002-a04.mzML	5.0	5A3	Bulk_201901_UCSD	Sample	Bulk
5A6_2_19_angenent-65-s005-a04.mzML	5A6_2_19_angenent-65-s005-a04.mzML	Sample	5	Bulk_201901_UCSD	Sample	SPE	65	Rumen animals and bioreactor	Angenent	Not applicable	angenent.65.s005	5	1.Angenent65.misc.1538	Not applicable	NaN	bulk	host-associated	UCSD	urban biome	anaerobic bioreactor	anaerobic sludge	Host-associated	Animal	Animal proximal gut	bioreactor sludge	1076179.0	bioreactor metagenome	Not applicable	Not applicable	Not applicable	United States of America:State of New York:City of Ithaca	42.44	-76.5	123	3	EMP_Feces_angenent_65_s005_a03_M_187	5A6_2_19_angenent-65-s005-a04.mzML	5.0	5A6	Bulk_201901_UCSD	Sample	Bulk
5A4_2_14_angenent-65-s006-a04.mzML	5A4_2_14_angenent-65-s006-a04.mzML	Sample	5	Bulk_201901_UCSD	Sample	SPE	65	Rumen animals and bioreactor	Angenent	Not applicable	angenent.65.s006	6	2.Angenent65.misc.1622	P2_EMP_26	NaN	bulk	host-associated	UCSD	urban biome	anaerobic bioreactor	anaerobic sludge	Host-associated	Animal	Animal proximal gut	bioreactor sludge	1076179.0	bioreactor metagenome	Not applicable	Not applicable	Not applicable	United States of America:State of New York:City of Ithaca	42.44	-76.5	123	6	EMP_Feces_angenent_65_s006_a03_M_188	5A4_2_14_angenent-65-s006-a04.mzML	5.0	5A4	Bulk_201901_UCSD	Sample	Bulk
5A2_2_3_angenent-65-s007-a04.mzML	5A2_2_3_angenent-65-s007-a04.mzML	Sample	5	Bulk_201901_UCSD	Sample	SPE	65	Rumen animals and bioreactor	Angenent	Not applicable	angenent.65.s007	7	1.Angenent65.misc.1722	Not applicable	NaN	bulk	host-associated	UCSD	urban biome	anaerobic bioreactor	anaerobic sludge	Host-associated	Animal	Animal proximal gut	bioreactor sludge	1076179.0	bioreactor metagenome	Not applicable	Not applicable	Not applicable	United States of America:State of New York:City of Ithaca	42.44	-76.5	123	7	EMP_Feces_angenent_65_s007_a03_M_189	5A2_2_3_angenent-65-s007-a04.mzML	5.0	5A2	Bulk_201901_UCSD	Sample	Bulk
5A8_2_31_minich-76-s001-a04.mzML	5A8_2_31_minich-76-s001-a04.mzML	Sample	5	Bulk_201901_UCSD	Sample	SPE	76	Livestock feces	Minich	Not applicable	minich.76.s001	1	1.Minich76.BM	Not applicable	NaN	bulk	host-associated	UCSD	dense settlement biome	host-associated habitat	animal manure	Host-associated	Animal	Animal distal gut	stool	749906.0	gut metagenome	9031	chicken	Gallus gallus	Malawi:Zomba	15.2769	35.3989	782	6	Not applicable	5A8_2_31_minich-76-s001-a04.mzML	5.0	5A8	Bulk_201901_UCSD	Sample	Bulk
